Invoice ID;Branch;Country;Customer type;Gender;Product line;Unit price;Quantity;Tax 5%;Total;Date;Time;Payment;gross income;Rating
254-31-0042;A;Izmir;Member;Erkek;Elektronik aksesuar;?215;9;9675;203175;3.06.2019;0.531944444;Kredi kartı;?9.675;7.7 
201-86-2184;B;Manisa;Member;Kadın;Elektronik aksesuar;?2.626;7;9191;193011;2.02.2019;0.819444444;Nakit;?9.191;9.8 
261-12-8671;B;Manisa;Normal;Kadın;Moda aksesuar;?6.096;2;6096;128016;1/25/2019;0.81875;Kredi kartı;?6.096;4.9 
730-70-9830;C;Aydın;Normal;Kadın;Ev ve Yasam;?7.011;6;21033;441693;3/14/2019;0.745833333;Ecuzdan;?21.033;5.1 
382-25-8917;C;Aydın;Normal;Erkek;Moda aksesuar;?4.208;6;12624;265104;1/29/2019;0.517361111;Nakit;?12.624;8.8 
422-29-8786;A;Izmir;Normal;Kadın;Ev ve Yasam;?6.709;5;167725;3522225;1.03.2019;0.699305556;Kredi kartı;?167.725;9.0 
667-23-5919;A;Izmir;Member;Kadın;Moda aksesuar;?967;5;24175;507675;1/14/2019;0.536111111;Ecuzdan;?24.175;0.7 
843-01-4703;B;Manisa;Member;Kadın;Ev ve Yasam;?3.538;9;15921;334341;1.05.2019;0.826388889;Kredi kartı;?15.921;9.5 
743-88-1662;C;Aydın;Normal;Erkek;Spor ve gezi;?9.549;7;334215;7018515;2/22/2019;0.761805556;Ecuzdan;?334.215;8.6 
595-86-2894;C;Aydın;Member;Erkek;Moda aksesuar;?9.698;4;19396;407316;2.06.2019;0.722222222;Ecuzdan;?19.396;9.3 
182-69-8360;B;Manisa;Normal;Kadın;Elektronik aksesuar;?2.365;4;473;9933;1/30/2019;0.563888889;Kredi kartı;?473;0.4 
289-15-7034;A;Izmir;Member;Erkek;Spor ve gezi;?8.233;4;16466;345786;1.11.2019;0.442361111;Kredi kartı;?16.466;7.4 
462-78-5240;C;Aydın;Normal;Kadın;Elektronik aksesuar;?2.661;2;2661;55881;3/19/2019;0.607638889;Nakit;?2.661;4.2 
868-52-7573;B;Manisa;Normal;Kadın;Yiyecek icecek;?9.969;5;249225;5233725;1/14/2019;0.50625;Nakit;?249.225;9.8 
153-58-4872;C;Aydın;Member;Kadın;Yiyecek icecek;?7.489;4;14978;314538;3.01.2019;0.647222222;Ecuzdan;?14.978;4.2 
662-72-2873;A;Izmir;Normal;Kadın;Yiyecek icecek;?4.094;5;10235;214935;1.06.2019;0.581944444;Ecuzdan;?10.235;9.8 
525-88-7307;B;Manisa;Member;Erkek;Spor ve gezi;?7.582;1;3791;79611;1/31/2019;0.554861111;Nakit;?3.791;5.7 
689-16-9784;C;Aydın;Normal;Erkek;Yiyecek icecek;?4.677;6;14031;294651;3.11.2019;0.567361111;Nakit;?14.031;0.6 
725-56-0833;A;Izmir;Normal;Kadın;Saglık ve Guzellik;?3.232;10;1616;33936;2/20/2019;0.700694444;Kredi kartı;?1.616;1.0 
394-41-0748;C;Aydın;Member;Kadın;Moda aksesuar;?5.407;9;243315;5109615;1/27/2019;0.621527778;Ecuzdan;?243.315;9.4 
596-42-3999;B;Manisa;Normal;Erkek;Yiyecek icecek;?1.822;7;6377;133917;3.10.2019;0.586111111;Kredi kartı;?6.377;6.5 
541-89-9860;C;Aydın;Member;Kadın;Moda aksesuar;?8.048;3;12072;253512;2/15/2019;0.521527778;Nakit;?12.072;8.0 
173-82-9529;B;Manisa;Normal;Kadın;Moda aksesuar;?3.795;10;18975;398475;1/26/2019;0.61875;Nakit;?18.975;9.6 
563-36-9814;A;Izmir;Member;Erkek;Elektronik aksesuar;?7.682;1;3841;80661;2/13/2019;0.76875;Ecuzdan;?3.841;7.1 
308-47-4913;A;Izmir;Member;Kadın;Spor ve gezi;?5.226;10;2613;54873;3.09.2019;0.53125;Kredi kartı;?2.613;6.1 
885-17-6250;A;Izmir;Normal;Kadın;Saglık ve Guzellik;?7.974;1;3987;83727;3.06.2019;0.441666667;Ecuzdan;?3.987;7.2 
726-27-2396;A;Izmir;Normal;Kadın;Saglık ve Guzellik;?775;5;19375;406875;1/24/2019;0.858333333;Ecuzdan;?19.375;4.3 
316-01-3952;A;Izmir;Normal;Kadın;Yiyecek icecek;?5.427;5;135675;2849175;3/13/2019;0.594444444;Ecuzdan;?135.675;4.6 
760-54-1821;B;Manisa;Normal;Erkek;Ev ve Yasam;?1.359;9;61155;1284255;3/15/2019;0.434722222;Nakit;?61.155;5.7 
793-10-3222;B;Manisa;Member;Kadın;Saglık ve Guzellik;?4.106;6;12318;258678;3.05.2019;0.5625;Kredi kartı;?12.318;8.2 
346-12-3257;B;Manisa;Member;Erkek;Elektronik aksesuar;?1.924;9;8658;181818;3.04.2019;0.686111111;Nakit;?8.658;0.8 
110-05-6330;C;Aydın;Normal;Kadın;Yiyecek icecek;?3.943;6;11829;248409;3/25/2019;0.845833333;Kredi kartı;?11.829;9.3 
651-61-0874;C;Aydın;Normal;Erkek;Ev ve Yasam;?4.622;4;9244;194124;3.12.2019;0.836111111;Kredi kartı;?9.244;6.1 
236-86-3015;C;Aydın;Member;Erkek;Ev ve Yasam;?1.398;1;699;14679;2.04.2019;0.568055556;Ecuzdan;?699;9.7 
831-64-0259;B;Manisa;Normal;Kadın;Moda aksesuar;?3.975;5;99375;2086875;2/22/2019;0.446527778;Ecuzdan;?99.375;9.5 
587-03-7455;C;Aydın;Member;Kadın;Moda aksesuar;?9.779;7;342265;7187565;2/16/2019;0.729166667;Ecuzdan;?342.265;4.9 
882-40-4577;A;Izmir;Member;Erkek;Spor ve gezi;?6.726;4;13452;282492;1/19/2019;0.644444444;Kredi kartı;?13.452;0.8 
732-67-5346;A;Izmir;Normal;Erkek;Yiyecek icecek;?1.379;5;34475;723975;1.11.2019;0.796527778;Kredi kartı;?34.475;7.7 
725-32-9708;B;Manisa;Member;Kadın;Moda aksesuar;?6.871;4;13742;288582;1.04.2019;0.792361111;Nakit;?13.742;4.1 
256-08-8343;A;Izmir;Normal;Kadın;Ev ve Yasam;?5.653;4;11306;237426;3.04.2019;0.825;Ecuzdan;?11.306;5.4 
372-26-1506;C;Aydın;Normal;Kadın;Moda aksesuar;?2.382;5;5955;125055;1/28/2019;0.808333333;Ecuzdan;?5.955;5.3 
244-08-0162;B;Manisa;Normal;Kadın;Saglık ve Guzellik;?3.421;10;17105;359205;1.02.2019;0.541666667;Nakit;?17.105;5.0 
569-71-4390;B;Manisa;Normal;Erkek;Spor ve gezi;?2.187;2;2187;45927;1/25/2019;0.603472222;Ecuzdan;?2.187;6.8 
132-23-6451;A;Izmir;Member;Erkek;Saglık ve Guzellik;?2.097;5;52425;1100925;1.04.2019;0.55625;Nakit;?52.425;7.7 
696-90-2548;A;Izmir;Normal;Erkek;Spor ve gezi;?2.584;3;3876;81396;3.10.2019;0.788194444;Ecuzdan;?3.876;6.5 
472-15-9636;A;Izmir;Normal;Erkek;Ev ve Yasam;?5.093;8;20372;427812;3/22/2019;0.816666667;Ecuzdan;?20.372;9.1 
268-03-6164;B;Manisa;Normal;Erkek;Saglık ve Guzellik;?9.611;1;48055;1009155;1/25/2019;0.686111111;Ecuzdan;?48.055;7.7 
750-57-9686;C;Aydın;Normal;Kadın;Ev ve Yasam;?4.538;4;9076;190596;1.08.2019;0.575;Kredi kartı;?9.076;8.6 
186-09-3669;C;Aydın;Member;Kadın;Saglık ve Guzellik;?8.151;1;40755;855855;1/22/2019;0.45625;Ecuzdan;?40.755;9.1 
848-07-1692;B;Manisa;Normal;Kadın;Saglık ve Guzellik;?5.722;2;5722;120162;1.12.2019;0.717361111;Ecuzdan;?5.722;8.2 
745-71-3520;A;Izmir;Member;Kadın;Elektronik aksesuar;?2.522;7;8827;185367;2.04.2019;0.432638889;Nakit;?8.827;8.1 
266-76-6436;C;Aydın;Member;Kadın;Yiyecek icecek;?386;3;579;12159;3/28/2019;0.58125;Ecuzdan;?579;7.4 
740-22-2500;C;Aydın;Normal;Kadın;Elektronik aksesuar;?8.405;3;126075;2647575;1/23/2019;0.561805556;Nakit;?126.075;9.7 
271-88-8734;C;Aydın;Member;Kadın;Moda aksesuar;?9.721;10;48605;1020705;2.08.2019;0.541666667;Kredi kartı;?48.605;8.6 
301-81-8610;B;Manisa;Member;Erkek;Moda aksesuar;?2.542;8;10168;213528;3/19/2019;0.820833333;Kredi kartı;?10.168;6.6 
489-64-4354;C;Aydın;Normal;Erkek;Moda aksesuar;?1.628;1;814;17094;3.09.2019;0.65;Nakit;?814;0.5 
198-84-7132;B;Manisa;Member;Erkek;Moda aksesuar;?4.061;9;182745;3837645;1.02.2019;0.569444444;Nakit;?182.745;0.7 
269-10-8440;A;Izmir;Member;Erkek;Saglık ve Guzellik;?5.317;7;186095;3907995;1/21/2019;0.750694444;Nakit;?186.095;8.8 
650-98-6268;B;Manisa;Member;Kadın;Yiyecek icecek;?2.087;3;31305;657405;3/20/2019;0.578472222;Kredi kartı;?31.305;0.8 
741-73-3559;B;Manisa;Normal;Erkek;Spor ve gezi;?6.727;5;168175;3531675;2/27/2019;0.727083333;Nakit;?168.175;6.8 
325-77-6186;A;Izmir;Member;Kadın;Ev ve Yasam;?9.065;10;45325;951825;3.08.2019;0.453472222;Ecuzdan;?45.325;7.2 
286-75-7818;B;Manisa;Normal;Erkek;Moda aksesuar;?6.908;2;6908;145068;1/31/2019;0.825;Kredi kartı;?6.908;6.8 
574-57-9721;C;Aydın;Normal;Erkek;Yiyecek icecek;?4.327;2;4327;90867;3.08.2019;0.703472222;Ecuzdan;?4.327;5.6 
459-50-7686;A;Izmir;Normal;Kadın;Elektronik aksesuar;?2.346;6;7038;147798;1/13/2019;0.801388889;Ecuzdan;?7.038;6.3 
616-87-0016;B;Manisa;Normal;Erkek;Moda aksesuar;?9.554;7;33439;702219;3.09.2019;0.608333333;Kredi kartı;?33.439;9.5 
837-55-7229;B;Manisa;Normal;Kadın;Moda aksesuar;?4.744;1;2372;49812;2/22/2019;0.763194444;Kredi kartı;?2.372;6.7 
751-69-0068;C;Aydın;Normal;Erkek;Spor ve gezi;?9.924;9;44658;937818;3/19/2019;0.797916667;Ecuzdan;?44.658;0.9 
257-73-1380;C;Aydın;Member;Erkek;Spor ve gezi;?8.293;4;16586;348306;1/20/2019;0.702083333;Ecuzdan;?16.586;9.5 
345-08-4992;A;Izmir;Normal;Erkek;Ev ve Yasam;?3.399;6;10197;214137;3.08.2019;0.650694444;Kredi kartı;?10.197;7.6 
549-96-4200;C;Aydın;Member;Erkek;Yiyecek icecek;?1.704;4;3408;71568;3.08.2019;0.84375;Ecuzdan;?3.408;0.7 
810-60-6344;C;Aydın;Normal;Kadın;Elektronik aksesuar;?4.086;8;16344;343224;2.07.2019;0.609722222;Kredi kartı;?16.344;6.4 
450-28-2866;C;Aydın;Member;Erkek;Yiyecek icecek;?1.744;5;436;9156;1/15/2019;0.809027778;Nakit;?436;8.0 
394-30-3170;B;Manisa;Member;Kadın;Spor ve gezi;?8.843;8;35372;742812;3/22/2019;0.815972222;Kredi kartı;?35.372;4.3 
138-17-5109;A;Izmir;Member;Kadın;Ev ve Yasam;?8.921;9;401445;8430345;1/15/2019;0.654166667;Kredi kartı;?401.445;6.4 
192-98-7397;C;Aydın;Normal;Erkek;Moda aksesuar;?1.278;1;639;13419;1.08.2019;0.590972222;Ecuzdan;?639;9.4 
301-11-9629;A;Izmir;Normal;Kadın;Spor ve gezi;?191;7;6685;140385;1/15/2019;0.446527778;Nakit;?6.685;9.6 
390-80-5128;B;Manisa;Member;Kadın;Saglık ve Guzellik;?1.915;1;9575;201075;1/28/2019;0.748611111;Kredi kartı;?9.575;9.4 
235-46-8343;C;Aydın;Member;Erkek;Yiyecek icecek;?2.766;10;1383;29043;2/14/2019;0.476388889;Kredi kartı;?1.383;8.8 
453-12-7053;C;Aydın;Normal;Erkek;Moda aksesuar;?4.574;3;6861;144081;3.10.2019;0.734722222;Kredi kartı;?6.861;6.4 
296-11-7041;B;Manisa;Member;Kadın;Saglık ve Guzellik;?2.707;1;13535;284235;1.12.2019;0.838194444;Kredi kartı;?13.535;5.2 
449-27-2918;B;Manisa;Member;Kadın;Spor ve gezi;?3.912;1;1956;41076;3/26/2019;0.459722222;Kredi kartı;?1.956;9.5 
891-01-7034;B;Manisa;Normal;Kadın;Elektronik aksesuar;?7.471;6;22413;470673;1.01.2019;0.796527778;Nakit;?22.413;6.6 
744-09-5786;B;Manisa;Normal;Erkek;Elektronik aksesuar;?2.201;6;6603;138663;1.02.2019;0.784722222;Nakit;?6.603;7.5 
727-17-0390;A;Izmir;Normal;Kadın;Yiyecek icecek;?6.361;5;159025;3339525;3/16/2019;0.529861111;Ecuzdan;?159.025;4.8 
568-88-3448;A;Izmir;Normal;Erkek;Saglık ve Guzellik;?25;1;125;2625;3.03.2019;0.63125;Ecuzdan;?125;5.4 
187-83-5490;A;Izmir;Member;Erkek;Elektronik aksesuar;?2.077;4;4154;87234;1/31/2019;0.574305556;Nakit;?4.154;4.7 
767-54-1907;B;Manisa;Member;Kadın;Moda aksesuar;?2.956;5;739;15519;2/13/2019;0.707638889;Nakit;?739;6.8 
710-46-4433;B;Manisa;Member;Kadın;Yiyecek icecek;?774;9;3483;73143;2/15/2019;0.59375;Kredi kartı;?3.483;4.5 
533-33-5337;B;Manisa;Normal;Erkek;Elektronik aksesuar;?7.939;10;39695;833595;2.07.2019;0.85;Nakit;?39.695;6.1 
325-90-8763;C;Aydın;Member;Kadın;Elektronik aksesuar;?4.657;10;23285;488985;1/27/2019;0.581944444;Nakit;?23.285;7.5 
729-46-7422;C;Aydın;Normal;Erkek;Yiyecek icecek;?3.589;1;17945;376845;2/23/2019;0.702777778;Kredi kartı;?17.945;7.8 
639-76-1242;C;Aydın;Normal;Erkek;Yiyecek icecek;?4.052;5;1013;21273;2.03.2019;0.638194444;Nakit;?1.013;4.5 
234-03-4040;B;Manisa;Member;Kadın;Yiyecek icecek;?7.305;10;36525;767025;3.03.2019;0.517361111;Kredi kartı;?36.525;8.6 
326-71-2155;C;Aydın;Normal;Kadın;Spor ve gezi;?7.395;4;1479;31059;2.03.2019;0.418055556;Nakit;?1.479;6.0 
320-32-8842;C;Aydın;Member;Kadın;Yiyecek icecek;?2.262;1;1131;23751;3/17/2019;0.790277778;Nakit;?1.131;6.3 
470-32-9057;A;Izmir;Member;Erkek;Yiyecek icecek;?5.134;5;12835;269535;3/28/2019;0.646527778;Kredi kartı;?12.835;9.0 
878-30-2331;C;Aydın;Member;Kadın;Spor ve gezi;?5.455;10;27275;572775;3.02.2019;0.473611111;Kredi kartı;?27.275;7.0 
440-59-5691;C;Aydın;Member;Kadın;Saglık ve Guzellik;?3.715;7;130025;2730525;2.08.2019;0.55;Kredi kartı;?130.025;7.6 
554-53-3790;B;Manisa;Normal;Erkek;Spor ve gezi;?3.702;6;11106;233226;3/22/2019;0.772916667;Nakit;?11.106;4.5 
746-19-0921;C;Aydın;Normal;Erkek;Yiyecek icecek;?2.158;1;1079;22659;2.09.2019;0.418055556;Ecuzdan;?1.079;7.1 
233-34-0817;C;Aydın;Member;Kadın;Elektronik aksesuar;?9.884;1;4942;103782;2/15/2019;0.472916667;Nakit;?4.942;8.3 
767-05-1286;C;Aydın;Member;Kadın;Ev ve Yasam;?8.377;6;25131;527751;1/23/2019;0.506944444;Ecuzdan;?25.131;5.3 
340-21-9136;A;Izmir;Member;Kadın;Spor ve gezi;?4.005;4;801;16821;1/25/2019;0.486111111;Nakit;?801;9.6 
405-31-3305;A;Izmir;Member;Erkek;Moda aksesuar;?4.313;10;21565;452865;2.02.2019;0.771527778;Kredi kartı;?21.565;5.4 
731-59-7531;B;Manisa;Member;Erkek;Saglık ve Guzellik;?7.257;8;29028;609588;3/30/2019;0.748611111;Nakit;?29.028;4.6 
676-39-6028;A;Izmir;Member;Kadın;Elektronik aksesuar;?6.444;5;1611;33831;3/30/2019;0.711111111;Nakit;?1.611;6.5 
502-05-1910;A;Izmir;Normal;Erkek;Saglık ve Guzellik;?6.518;3;9777;205317;2/25/2019;0.857638889;Kredi kartı;?9.777;6.2 
485-30-8700;A;Izmir;Normal;Kadın;Spor ve gezi;?3.326;5;8315;174615;3/18/2019;0.673611111;Kredi kartı;?8.315;4.2 
598-47-9715;C;Aydın;Normal;Erkek;Elektronik aksesuar;?8.407;4;16814;353094;3.07.2019;0.704166667;Ecuzdan;?16.814;4.4 
701-69-8742;B;Manisa;Normal;Erkek;Spor ve gezi;?3.437;10;17185;360885;3/16/2019;0.424305556;Ecuzdan;?17.185;6.6 
575-67-1508;A;Izmir;Normal;Erkek;Elektronik aksesuar;?386;1;193;4053;1/29/2019;0.476388889;Ecuzdan;?193;6.6 
541-08-3113;C;Aydın;Normal;Erkek;Yiyecek icecek;?6.597;8;26388;554148;2.02.2019;0.853472222;Nakit;?26.388;8.3 
246-11-3901;C;Aydın;Normal;Kadın;Elektronik aksesuar;?328;10;164;3444;2/15/2019;0.508333333;Nakit;?164;6.1 
674-15-9296;A;Izmir;Normal;Erkek;Spor ve gezi;?3.714;5;9285;194985;1.08.2019;0.545138889;Ecuzdan;?9.285;0.5 
305-18-3552;B;Manisa;Member;Erkek;Ev ve Yasam;?6.038;10;3019;63399;2.12.2019;0.679861111;Nakit;?3.019;0.6 
493-65-6248;C;Aydın;Member;Kadın;Spor ve gezi;?3.698;10;1849;38829;1.01.2019;0.825;Kredi kartı;?1.849;0.7 
438-01-4015;B;Manisa;Member;Kadın;Spor ve gezi;?4.949;4;9898;207858;3/21/2019;0.642361111;Ecuzdan;?9.898;6.5 
709-58-4068;B;Manisa;Normal;Kadın;Moda aksesuar;?4.109;10;20545;431445;2/28/2019;0.6125;Nakit;?20.545;7.2 
795-49-7276;A;Izmir;Normal;Erkek;Moda aksesuar;?3.715;4;743;15603;3/23/2019;0.790972222;Ecuzdan;?743;8.2 
556-72-8512;C;Aydın;Normal;Erkek;Ev ve Yasam;?2.296;1;1148;24108;1/30/2019;0.865972222;Nakit;?1.148;4.3 
627-95-3243;B;Manisa;Member;Kadın;Ev ve Yasam;?7.768;9;34956;734076;2.04.2019;0.55625;Ecuzdan;?34.956;9.7 
686-41-0932;B;Manisa;Normal;Kadın;Moda aksesuar;?347;2;347;7287;3/13/2019;0.825;Ecuzdan;?347;8.1 
510-09-5628;A;Izmir;Member;Kadın;Moda aksesuar;?1.966;10;983;20643;3/15/2019;0.763888889;Kredi kartı;?983;7.1 
608-04-3797;B;Manisa;Member;Kadın;Saglık ve Guzellik;?2.532;8;10128;212688;3.05.2019;0.85;Ecuzdan;?10.128;8.6 
148-82-2527;C;Aydın;Member;Kadın;Ev ve Yasam;?1.212;10;606;12726;3.05.2019;0.572222222;Kredi kartı;?606;8.3 
437-53-3084;B;Manisa;Normal;Erkek;Moda aksesuar;?9.989;2;9989;209769;2/26/2019;0.491666667;Ecuzdan;?9.989;7.0 
632-32-4574;B;Manisa;Normal;Erkek;Spor ve gezi;?7.592;8;30368;637728;3/20/2019;0.593055556;Nakit;?30.368;5.4 
556-97-7101;C;Aydın;Normal;Kadın;Elektronik aksesuar;?6.322;2;6322;132762;1.01.2019;0.660416667;Nakit;?6.322;8.4 
862-59-8517;C;Aydın;Normal;Kadın;Yiyecek icecek;?9.024;6;27072;568512;1/27/2019;0.470138889;Nakit;?27.072;6.1 
401-18-8016;B;Manisa;Member;Kadın;Spor ve gezi;?9.813;1;49065;1030365;1/21/2019;0.733333333;Nakit;?49.065;8.8 
420-18-8989;A;Izmir;Member;Kadın;Spor ve gezi;?5.152;8;20608;432768;2.02.2019;0.657638889;Nakit;?20.608;9.5 
277-63-2961;B;Manisa;Member;Erkek;Spor ve gezi;?7.397;1;36985;776685;2.03.2019;0.661805556;Kredi kartı;?36.985;5.3 
573-98-8548;C;Aydın;Member;Kadın;Moda aksesuar;?319;1;1595;33495;1.05.2019;0.527777778;Ecuzdan;?1.595;9.0 
620-02-2046;C;Aydın;Normal;Erkek;Ev ve Yasam;?694;2;694;14574;1/27/2019;0.825;Ecuzdan;?694;0.9 
282-35-2475;B;Manisa;Normal;Kadın;Spor ve gezi;?9.331;2;9331;195951;3/25/2019;0.745138889;Nakit;?9.331;6.2 
511-54-3087;B;Manisa;Normal;Erkek;Spor ve gezi;?8.845;1;44225;928725;2/25/2019;0.691666667;Kredi kartı;?44.225;9.4 
726-29-6793;A;Izmir;Member;Erkek;Elektronik aksesuar;?2.418;8;9672;203112;1/28/2019;0.870833333;Ecuzdan;?9.672;9.7 
387-49-4215;B;Manisa;Member;Kadın;Spor ve gezi;?485;3;7275;152775;1.08.2019;0.534722222;Nakit;?7.275;6.6 
862-17-9201;B;Manisa;Normal;Kadın;Yiyecek icecek;?8.405;6;25215;529515;1/29/2019;0.45;Kredi kartı;?25.215;7.6 
291-21-5991;B;Manisa;Member;Erkek;Saglık ve Guzellik;?6.129;5;153225;3217725;3/29/2019;0.602777778;Nakit;?153.225;0.7 
602-80-9671;C;Aydın;Member;Kadın;Ev ve Yasam;?1.595;6;4785;100485;2.09.2019;0.71875;Kredi kartı;?4.785;5.0 
347-72-6115;B;Manisa;Member;Kadın;Spor ve gezi;?9.074;7;31759;666939;1/16/2019;0.752083333;Kredi kartı;?31.759;6.1 
209-61-0206;A;Izmir;Normal;Kadın;Ev ve Yasam;?4.291;5;107275;2252775;1.05.2019;0.728472222;Ecuzdan;?107.275;6.0 
595-27-4851;A;Izmir;Normal;Kadın;Moda aksesuar;?5.428;7;18998;398958;1/27/2019;0.753472222;Ecuzdan;?18.998;9.2 
189-52-0236;A;Izmir;Normal;Erkek;Elektronik aksesuar;?9.955;7;348425;7316925;3/14/2019;0.504861111;Nakit;?348.425;7.5 
503-07-0930;C;Aydın;Member;Erkek;Spor ve gezi;?5.839;7;204365;4291665;2/23/2019;0.825694444;Kredi kartı;?204.365;8.1 
413-20-6708;C;Aydın;Member;Kadın;Moda aksesuar;?5.147;1;25735;540435;3/18/2019;0.661111111;Ecuzdan;?25.735;8.4 
425-85-2085;B;Manisa;Member;Erkek;Saglık ve Guzellik;?5.486;5;13715;288015;3/29/2019;0.7;Ecuzdan;?13.715;9.7 
521-18-7827;C;Aydın;Member;Erkek;Ev ve Yasam;?3.939;5;98475;2067975;1/22/2019;0.865277778;Kredi kartı;?98.475;8.6 
220-28-1851;A;Izmir;Normal;Erkek;Ev ve Yasam;?3.473;2;3473;72933;3.01.2019;0.759722222;Ecuzdan;?3.473;9.6 
600-38-9738;C;Aydın;Member;Erkek;Spor ve gezi;?7.192;5;1798;37758;1/17/2019;0.628472222;Kredi kartı;?1.798;4.3 
734-91-1155;B;Manisa;Normal;Kadın;Elektronik aksesuar;?4.571;3;68565;1439865;3/26/2019;0.440277778;Kredi kartı;?68.565;7.6 
451-28-5717;C;Aydın;Member;Kadın;Ev ve Yasam;?8.317;6;24951;523971;3/20/2019;0.474305556;Nakit;?24.951;7.2 
609-81-8548;A;Izmir;Member;Kadın;Ev ve Yasam;?3.744;6;11232;235872;2.06.2019;0.579861111;Kredi kartı;?11.232;5.8 
133-14-7229;C;Aydın;Normal;Erkek;Saglık ve Guzellik;?6.287;2;6287;132027;1.01.2019;0.488194444;Nakit;?6.287;0.5 
534-01-4457;A;Izmir;Normal;Erkek;Yiyecek icecek;?8.171;6;24513;514773;1/27/2019;0.608333333;Kredi kartı;?24.513;0.8 
719-89-8991;A;Izmir;Member;Kadın;Spor ve gezi;?9.141;5;228525;4799025;2/25/2019;0.66875;Ecuzdan;?228.525;7.0 
286-62-6248;B;Manisa;Normal;Erkek;Moda aksesuar;?3.921;4;7842;164682;1/16/2019;0.835416667;Kredi kartı;?7.842;0.9 
339-38-9982;B;Manisa;Member;Erkek;Moda aksesuar;?5.986;2;5986;125706;1/13/2019;0.621527778;Ecuzdan;?5.986;6.6 
827-44-5872;B;Manisa;Member;Kadın;Yiyecek icecek;?5.436;10;2718;57078;2.07.2019;0.477777778;Kredi kartı;?2.718;6.0 
827-77-7633;A;Izmir;Normal;Erkek;Spor ve gezi;?9.809;9;441405;9269505;2/17/2019;0.820138889;Nakit;?441.405;9.2 
287-83-1405;A;Izmir;Normal;Erkek;Saglık ve Guzellik;?2.543;6;7629;160209;2.12.2019;0.792361111;Ecuzdan;?7.629;0.7 
435-13-4908;A;Izmir;Member;Erkek;Moda aksesuar;?8.668;8;34672;728112;1/24/2019;0.752777778;Kredi kartı;?34.672;7.1 
857-67-9057;B;Manisa;Normal;Erkek;Elektronik aksesuar;?2.295;10;11475;240975;2.06.2019;0.805555556;Ecuzdan;?11.475;8.1 
236-27-1144;C;Aydın;Normal;Kadın;Yiyecek icecek;?1.631;9;73395;1541295;3/26/2019;0.438194444;Ecuzdan;?73.395;8.3 
892-05-6689;A;Izmir;Normal;Kadın;Ev ve Yasam;?2.832;5;708;14868;3.11.2019;0.561111111;Ecuzdan;?708;6.1 
583-41-4548;C;Aydın;Normal;Erkek;Ev ve Yasam;?1.667;7;58345;1225245;2.07.2019;0.483333333;Ecuzdan;?58.345;7.3 
339-12-4827;B;Manisa;Member;Kadın;Moda aksesuar;?7.396;1;3698;77658;1.05.2019;0.480555556;Kredi kartı;?3.698;0.5 
643-38-7867;A;Izmir;Normal;Erkek;Ev ve Yasam;?9.794;1;4897;102837;3.07.2019;0.488888889;Ecuzdan;?4.897;6.8 
308-81-0538;A;Izmir;Normal;Kadın;Moda aksesuar;?7.305;4;1461;30681;2/25/2019;0.719444444;Kredi kartı;?1.461;4.9 
358-88-9262;C;Aydın;Member;Kadın;Yiyecek icecek;?8.748;6;26244;551124;2.01.2019;0.779861111;Ecuzdan;?26.244;5.0 
460-35-4390;A;Izmir;Normal;Erkek;Ev ve Yasam;?3.068;3;4602;96642;1/22/2019;0.458333333;Ecuzdan;?4.602;9.0 
343-87-0864;C;Aydın;Member;Erkek;Saglık ve Guzellik;?7.588;1;3794;79674;1.03.2019;0.4375;Kredi kartı;?3.794;7.0 
173-50-1108;B;Manisa;Member;Kadın;Spor ve gezi;?2.018;4;4036;84756;2/13/2019;0.509722222;Kredi kartı;?4.036;0.5 
243-47-2663;C;Aydın;Member;Erkek;Elektronik aksesuar;?1.877;6;5631;118251;1/28/2019;0.696527778;Kredi kartı;?5.631;5.4 
841-18-8232;B;Manisa;Normal;Kadın;Yiyecek icecek;?712;1;356;7476;1.05.2019;0.861111111;Kredi kartı;?356;9.1 
701-23-5550;B;Manisa;Member;Erkek;Ev ve Yasam;?3.881;4;7762;163002;3/19/2019;0.569444444;Ecuzdan;?7.762;4.9 
647-50-1224;A;Izmir;Normal;Kadın;Moda aksesuar;?2.942;10;1471;30891;1.12.2019;0.682638889;Ecuzdan;?1.471;8.8 
541-48-8554;A;Izmir;Normal;Erkek;Spor ve gezi;?6.095;9;274275;5759775;1.07.2019;0.505555556;Kredi kartı;?274.275;0.6 
539-21-7227;B;Manisa;Normal;Kadın;Spor ve gezi;?5.154;5;12885;270585;1/26/2019;0.739583333;Nakit;?12.885;4.2 
213-32-1216;A;Izmir;Normal;Kadın;Elektronik aksesuar;?6.606;6;19818;416178;1/23/2019;0.436111111;Nakit;?19.818;7.2 
747-58-7183;B;Manisa;Normal;Erkek;Moda aksesuar;?5.727;3;85905;1804005;2.09.2019;0.854861111;Ecuzdan;?85.905;6.4 
582-52-8065;B;Manisa;Normal;Kadın;Moda aksesuar;?5.431;9;244395;5132295;2/22/2019;0.450694444;Nakit;?244.395;8.8 
210-57-1719;B;Manisa;Normal;Kadın;Saglık ve Guzellik;?5.824;9;26208;550368;2.05.2019;0.523611111;Nakit;?26.208;9.6 
399-69-4630;C;Aydın;Normal;Erkek;Elektronik aksesuar;?2.221;6;6663;139923;3.07.2019;0.432638889;Kredi kartı;?6.663;8.5 
